# P,T,density,Cp,alpha,liq_water,ice_VI,ice_VII
10000.980,360.0,1207.02964,3722.05134,-3.38218,1,0,0
10000.980,362.0,1206.02903,3718.47225,-3.38243,1,0,0
10000.980,364.0,1205.02984,3715.12259,-3.38269,1,0,0
10000.980,366.0,1204.03206,3712.04599,-3.38294,1,0,0
10000.980,368.0,1203.03569,3709.21140,-3.38319,1,0,0
10000.980,370.0,1202.04069,3706.58378,-3.38343,1,0,0
10000.980,372.0,1201.04705,3704.11126,-3.38365,1,0,0
10000.980,374.0,1200.05472,3701.68298,-3.38386,1,0,0
10000.980,376.0,1199.06367,3699.17249,-3.38406,1,0,0
10000.980,378.0,1198.07388,3696.45405,-3.38425,1,0,0
10000.980,380.0,1197.08534,3693.48447,-3.38443,1,0,0
10000.980,382.0,1196.09804,3690.30744,-3.38462,1,0,0
10000.980,384.0,1195.11199,3686.97161,-3.38481,1,0,0
10000.980,386.0,1194.12718,3683.53704,-3.38500,1,0,0
10000.980,388.0,1193.14361,3680.12542,-3.38518,1,0,0
10000.980,390.0,1192.16124,3676.88268,-3.38535,1,0,0
10000.980,392.0,1191.18004,3673.95749,-3.38550,1,0,0
10000.980,394.0,1190.19994,3671.45926,-3.38561,1,0,0
10000.980,396.0,1189.22085,3669.40429,-3.38569,1,0,0
10000.980,398.0,1188.24270,3667.79596,-3.38572,1,0,0
10000.980,400.0,1187.26538,3666.63574,-3.38571,1,0,0
10000.980,402.0,1186.28879,3665.86973,-3.38566,1,0,0
10000.980,404.0,1185.31285,3665.37906,-3.38558,1,0,0
10000.980,406.0,1184.33750,3665.03878,-3.38547,1,0,0
10000.980,408.0,1183.36270,3664.72436,-3.38535,1,0,0
10000.980,410.0,1182.38842,3664.35048,-3.38523,1,0,0
10000.980,412.0,1181.41468,3663.86042,-3.38511,1,0,0
10000.980,414.0,1180.44151,3663.19703,-3.38501,1,0,0
10000.980,416.0,1179.46894,3662.30820,-3.38494,1,0,0
10000.980,418.0,1178.49703,3661.19908,-3.38489,1,0,0
10000.980,420.0,1177.52584,3659.90714,-3.38487,1,0,0
10000.980,422.0,1176.55542,3658.47089,-3.38486,1,0,0
10000.980,424.0,1175.58583,3656.92805,-3.38488,1,0,0
10000.980,426.0,1174.61708,3655.30429,-3.38491,1,0,0
10000.980,428.0,1173.64921,3653.61918,-3.38495,1,0,0
10000.980,430.0,1172.68221,3651.89261,-3.38498,1,0,0
10000.980,432.0,1171.71608,3650.14355,-3.38501,1,0,0
10000.980,434.0,1170.75081,3648.37893,-3.38503,1,0,0
10000.980,436.0,1169.78637,3646.59860,-3.38504,1,0,0
10000.980,438.0,1168.82273,3644.80225,-3.38504,1,0,0
10000.980,440.0,1167.85986,3642.99064,-3.38502,1,0,0
10000.980,442.0,1166.89771,3641.18183,-3.38498,1,0,0
10000.980,444.0,1165.93624,3639.40818,-3.38492,1,0,0
10000.980,446.0,1164.97541,3637.70300,-3.38484,1,0,0
10000.980,448.0,1164.01517,3636.10006,-3.38474,1,0,0
10000.980,450.0,1163.05547,3634.62975,-3.38461,1,0,0
10000.980,452.0,1162.09626,3633.31753,-3.38446,1,0,0
10000.980,454.0,1161.13747,3632.18886,-3.38428,1,0,0
10000.980,456.0,1160.17906,3631.26955,-3.38408,1,0,0
10000.980,458.0,1159.22095,3630.57103,-3.38384,1,0,0
10000.980,460.0,1158.26309,3630.06008,-3.38358,1,0,0
10000.980,462.0,1157.30542,3629.69443,-3.38330,1,0,0
10000.980,464.0,1156.34789,3629.43098,-3.38299,1,0,0
10000.980,466.0,1155.39046,3629.22641,-3.38267,1,0,0
10000.980,468.0,1154.43312,3629.04224,-3.38235,1,0,0
10000.980,470.0,1153.47585,3628.84240,-3.38202,1,0,0
10000.980,472.0,1152.51865,3628.59016,-3.38170,1,0,0
10000.980,474.0,1151.56155,3628.24833,-3.38138,1,0,0
10000.980,476.0,1150.60455,3627.79392,-3.38107,1,0,0
10000.980,478.0,1149.64769,3627.23038,-3.38077,1,0,0
10000.980,480.0,1148.69097,3626.56401,-3.38049,1,0,0
10000.980,482.0,1147.73442,3625.80122,-3.38021,1,0,0
10000.980,484.0,1146.77806,3624.94850,-3.37993,1,0,0
10000.980,486.0,1145.82191,3624.01247,-3.37967,1,0,0
10000.980,488.0,1144.86597,3622.99983,-3.37941,1,0,0
10000.980,490.0,1143.91026,3621.91739,-3.37915,1,0,0
10000.980,492.0,1142.95478,3620.77205,-3.37889,1,0,0
10000.980,494.0,1141.99951,3619.57081,-3.37862,1,0,0
10000.980,496.0,1141.04445,3618.32080,-3.37834,1,0,0
10000.980,498.0,1140.08956,3617.02920,-3.37805,1,0,0
12500.975,300.0,1370.62864,2200.68297,-3.68771,0,1,0
12500.975,302.0,1370.06425,2211.17325,-3.68486,0,1,0
12500.975,304.0,1369.49640,2221.65513,-3.68203,0,1,0
12500.975,306.0,1368.92508,2232.12176,-3.67922,0,1,0
12500.975,308.0,1368.35028,2242.56450,-3.67645,0,1,0
12500.975,310.0,1367.77201,2252.97546,-3.67376,0,1,0
12500.975,312.0,1367.19024,2263.35015,-3.67081,0,1,0
12500.975,314.0,1366.60498,2273.68970,-3.66803,0,1,0
12500.975,316.0,1265.29899,3935.55515,-3.35632,1,0,0
12500.975,318.0,1264.18956,3926.84246,-3.35955,1,0,0
12500.975,320.0,1263.08927,3917.81528,-3.36274,1,0,0
12500.975,322.0,1261.99793,3908.31156,-3.36587,1,0,0
12500.975,324.0,1260.91524,3898.17222,-3.36892,1,0,0
12500.975,326.0,1259.84091,3887.28948,-3.37185,1,0,0
12500.975,328.0,1258.77459,3875.74770,-3.37467,1,0,0
12500.975,330.0,1257.71591,3863.67634,-3.37737,1,0,0
12500.975,332.0,1256.66452,3851.22701,-3.37994,1,0,0
12500.975,334.0,1255.62004,3838.64573,-3.38238,1,0,0
12500.975,336.0,1254.58210,3826.21164,-3.38467,1,0,0
12500.975,338.0,1253.55030,3814.19721,-3.38682,1,0,0
12500.975,340.0,1252.52425,3802.77606,-3.38881,1,0,0
12500.975,342.0,1251.50355,3792.07532,-3.39064,1,0,0
12500.975,344.0,1250.48778,3782.21876,-3.39231,1,0,0
12500.975,346.0,1249.47655,3773.23193,-3.39382,1,0,0
12500.975,348.0,1248.46945,3765.05295,-3.39518,1,0,0
12500.975,350.0,1247.46612,3757.61508,-3.39638,1,0,0
12500.975,352.0,1246.46622,3750.84676,-3.39745,1,0,0
12500.975,354.0,1245.46944,3744.66921,-3.39841,1,0,0
12500.975,356.0,1244.47552,3739.00088,-3.39926,1,0,0
12500.975,358.0,1243.48423,3733.76547,-3.40002,1,0,0
12500.975,360.0,1242.49539,3728.92214,-3.40071,1,0,0
12500.975,362.0,1241.50884,3724.44075,-3.40135,1,0,0
12500.975,364.0,1240.52446,3720.28989,-3.40193,1,0,0
12500.975,366.0,1239.54214,3716.43012,-3.40248,1,0,0
12500.975,368.0,1238.56179,3712.81389,-3.40299,1,0,0
12500.975,370.0,1237.58333,3709.39218,-3.40347,1,0,0
12500.975,372.0,1236.60670,3706.11301,-3.40393,1,0,0
12500.975,374.0,1235.63184,3702.91708,-3.40436,1,0,0
12500.975,376.0,1234.65870,3699.74232,-3.40478,1,0,0
12500.975,378.0,1233.68725,3696.52663,-3.40519,1,0,0
12500.975,380.0,1232.71746,3693.24107,-3.40559,1,0,0
12500.975,382.0,1231.74933,3689.89168,-3.40599,1,0,0
12500.975,384.0,1230.78286,3686.48618,-3.40640,1,0,0
12500.975,386.0,1229.81806,3683.03933,-3.40682,1,0,0
12500.975,388.0,1228.85497,3679.60640,-3.40725,1,0,0
12500.975,390.0,1227.89360,3676.25824,-3.40770,1,0,0
12500.975,392.0,1226.93398,3673.06703,-3.40816,1,0,0
12500.975,394.0,1225.97616,3670.09516,-3.40863,1,0,0
12500.975,396.0,1225.02014,3667.38098,-3.40912,1,0,0
12500.975,398.0,1224.06596,3664.96001,-3.40962,1,0,0
12500.975,400.0,1223.11360,3662.86724,-3.41012,1,0,0
12500.975,402.0,1222.16308,3661.10419,-3.41061,1,0,0
12500.975,404.0,1221.21438,3659.63298,-3.41111,1,0,0
12500.975,406.0,1220.26749,3658.41265,-3.41160,1,0,0
12500.975,408.0,1219.32239,3657.40067,-3.41208,1,0,0
12500.975,410.0,1218.37905,3656.54519,-3.41255,1,0,0
12500.975,412.0,1217.43746,3655.78718,-3.41301,1,0,0
12500.975,414.0,1216.49758,3655.06620,-3.41346,1,0,0
12500.975,416.0,1215.55940,3654.32275,-3.41391,1,0,0
12500.975,418.0,1214.62290,3653.51658,-3.41435,1,0,0
12500.975,420.0,1213.68805,3652.61793,-3.41478,1,0,0
12500.975,422.0,1212.75484,3651.59655,-3.41520,1,0,0
12500.975,424.0,1211.82325,3650.42388,-3.41562,1,0,0
12500.975,426.0,1210.89326,3649.09036,-3.41603,1,0,0
12500.975,428.0,1209.96486,3647.59622,-3.41643,1,0,0
12500.975,430.0,1209.03801,3645.94178,-3.41682,1,0,0
12500.975,432.0,1208.11270,3644.12826,-3.41721,1,0,0
12500.975,434.0,1207.18890,3642.16627,-3.41758,1,0,0
12500.975,436.0,1206.26659,3640.07201,-3.41794,1,0,0
12500.975,438.0,1205.34572,3637.86201,-3.41829,1,0,0
12500.975,440.0,1204.42629,3635.55370,-3.41862,1,0,0
12500.975,442.0,1203.50825,3633.17393,-3.41894,1,0,0
12500.975,444.0,1202.59157,3630.75741,-3.41925,1,0,0
12500.975,446.0,1201.67624,3628.33968,-3.41955,1,0,0
12500.975,448.0,1200.76221,3625.95669,-3.41983,1,0,0
12500.975,450.0,1199.84946,3623.63787,-3.42010,1,0,0
12500.975,452.0,1198.93796,3621.40326,-3.42036,1,0,0
12500.975,454.0,1198.02767,3619.27247,-3.42060,1,0,0
12500.975,456.0,1197.11857,3617.26542,-3.42083,1,0,0
12500.975,458.0,1196.21060,3615.39863,-3.42104,1,0,0
12500.975,460.0,1195.30375,3613.67773,-3.42123,1,0,0
12500.975,462.0,1194.39796,3612.10630,-3.42140,1,0,0
12500.975,464.0,1193.49319,3610.68789,-3.42155,1,0,0
12500.975,466.0,1192.58940,3609.42348,-3.42168,1,0,0
12500.975,468.0,1191.68654,3608.28963,-3.42179,1,0,0
12500.975,470.0,1190.78457,3607.24910,-3.42188,1,0,0
12500.975,472.0,1189.88345,3606.26380,-3.42195,1,0,0
12500.975,474.0,1188.98313,3605.29504,-3.42200,1,0,0
12500.975,476.0,1188.08357,3604.31070,-3.42202,1,0,0
12500.975,478.0,1187.18473,3603.29121,-3.42203,1,0,0
12500.975,480.0,1186.28657,3602.21803,-3.42202,1,0,0
12500.975,482.0,1185.38905,3601.07229,-3.42199,1,0,0
12500.975,484.0,1184.49212,3599.83478,-3.42194,1,0,0
12500.975,486.0,1183.59575,3598.48596,-3.42187,1,0,0
12500.975,488.0,1182.69989,3597.00598,-3.42178,1,0,0
12500.975,490.0,1181.80449,3595.37463,-3.42166,1,0,0
12500.975,492.0,1180.90950,3593.57139,-3.42152,1,0,0
12500.975,494.0,1180.01488,3591.57540,-3.42135,1,0,0
12500.975,496.0,1179.12055,3589.36548,-3.42116,1,0,0
12500.975,498.0,1178.22646,3586.92012,-3.42093,1,0,0
15000.970,300.0,1388.84239,2164.23013,-3.72564,0,1,0
15000.970,302.0,1388.31838,2174.37008,-3.72290,0,1,0
15000.970,304.0,1387.79127,2184.49151,-3.72018,0,1,0
15000.970,306.0,1387.26105,2194.59055,-3.71747,0,1,0
15000.970,308.0,1386.72772,2204.66218,-3.71481,0,1,0
15000.970,310.0,1386.19128,2214.70188,-3.71223,0,1,0
15000.970,312.0,1385.65173,2224.70724,-3.70939,0,1,0
15000.970,314.0,1385.10905,2234.67945,-3.70673,0,1,0
15000.970,316.0,1384.56326,2244.62308,-3.70408,0,1,0
15000.970,318.0,1384.01435,2254.54473,-3.70145,0,1,0
15000.970,320.0,1383.46232,2264.45151,-3.69885,0,1,0
15000.970,322.0,1382.90716,2274.34940,-3.69634,0,1,0
15000.970,324.0,1382.34888,2284.24162,-3.69358,0,1,0
15000.970,326.0,1381.78747,2294.12747,-3.69098,0,1,0
15000.970,328.0,1290.42847,3932.37197,-3.38339,1,0,0
15000.970,330.0,1289.36362,3920.18890,-3.38520,1,0,0
15000.970,332.0,1288.30404,3907.47118,-3.38699,1,0,0
15000.970,334.0,1287.24967,3894.41614,-3.38877,1,0,0
15000.970,336.0,1286.20046,3881.24244,-3.39053,1,0,0
15000.970,338.0,1285.15633,3868.16736,-3.39228,1,0,0
15000.970,340.0,1284.11722,3855.36096,-3.39402,1,0,0
15000.970,342.0,1283.08306,3842.97208,-3.39573,1,0,0
15000.970,344.0,1282.05377,3831.14880,-3.39741,1,0,0
15000.970,346.0,1281.02925,3819.97329,-3.39907,1,0,0
15000.970,348.0,1280.00941,3809.46924,-3.40069,1,0,0
15000.970,350.0,1278.99415,3799.65825,-3.40229,1,0,0
15000.970,352.0,1277.98336,3790.53955,-3.40384,1,0,0
15000.970,354.0,1276.97694,3782.07042,-3.40537,1,0,0
15000.970,356.0,1275.97481,3774.20234,-3.40686,1,0,0
15000.970,358.0,1274.97685,3766.88489,-3.40832,1,0,0
15000.970,360.0,1273.98298,3760.06399,-3.40975,1,0,0
15000.970,362.0,1272.99311,3753.68333,-3.41115,1,0,0
15000.970,364.0,1272.00716,3747.68537,-3.41252,1,0,0
15000.970,366.0,1271.02504,3742.01714,-3.41386,1,0,0
15000.970,368.0,1270.04667,3736.63025,-3.41517,1,0,0
15000.970,370.0,1269.07197,3731.47529,-3.41645,1,0,0
15000.970,372.0,1268.10086,3726.50598,-3.41771,1,0,0
15000.970,374.0,1267.13326,3721.69077,-3.41893,1,0,0
15000.970,376.0,1266.16908,3717.00090,-3.42012,1,0,0
15000.970,378.0,1265.20825,3712.40764,-3.42129,1,0,0
15000.970,380.0,1264.25070,3707.90108,-3.42243,1,0,0
15000.970,382.0,1263.29635,3703.49109,-3.42355,1,0,0
15000.970,384.0,1262.34513,3699.18856,-3.42464,1,0,0
15000.970,386.0,1261.39699,3695.00733,-3.42571,1,0,0
15000.970,388.0,1260.45187,3690.97788,-3.42675,1,0,0
15000.970,390.0,1259.50971,3687.13713,-3.42778,1,0,0
15000.970,392.0,1258.57046,3683.52259,-3.42879,1,0,0
15000.970,394.0,1257.63406,3680.16638,-3.42978,1,0,0
15000.970,396.0,1256.70047,3677.08747,-3.43075,1,0,0
15000.970,398.0,1255.76964,3674.30318,-3.43170,1,0,0
15000.970,400.0,1254.84151,3671.83037,-3.43263,1,0,0
15000.970,402.0,1253.91603,3669.66584,-3.43354,1,0,0
15000.970,404.0,1252.99314,3667.78279,-3.43443,1,0,0
15000.970,406.0,1252.07278,3666.15242,-3.43529,1,0,0
15000.970,408.0,1251.15490,3664.74443,-3.43613,1,0,0
15000.970,410.0,1250.23944,3663.51665,-3.43695,1,0,0
15000.970,412.0,1249.32633,3662.41790,-3.43774,1,0,0
15000.970,414.0,1248.41553,3661.39569,-3.43850,1,0,0
15000.970,416.0,1247.50697,3660.39748,-3.43925,1,0,0
15000.970,418.0,1246.60059,3659.37963,-3.43997,1,0,0
15000.970,420.0,1245.69636,3658.30307,-3.44067,1,0,0
15000.970,422.0,1244.79421,3657.12800,-3.44134,1,0,0
15000.970,424.0,1243.89410,3655.81643,-3.44200,1,0,0
15000.970,426.0,1242.99599,3654.35173,-3.44264,1,0,0
15000.970,428.0,1242.09982,3652.72827,-3.44326,1,0,0
15000.970,430.0,1241.20555,3650.94037,-3.44386,1,0,0
15000.970,432.0,1240.31315,3648.98360,-3.44445,1,0,0
15000.970,434.0,1239.42257,3646.86705,-3.44501,1,0,0
15000.970,436.0,1238.53377,3644.60785,-3.44557,1,0,0
15000.970,438.0,1237.64672,3642.22356,-3.44610,1,0,0
15000.970,440.0,1236.76138,3639.73251,-3.44662,1,0,0
15000.970,442.0,1235.87771,3637.16093,-3.44712,1,0,0
15000.970,444.0,1234.99568,3634.54161,-3.44761,1,0,0
15000.970,446.0,1234.11526,3631.90811,-3.44808,1,0,0
15000.970,448.0,1233.23640,3629.29435,-3.44854,1,0,0
15000.970,450.0,1232.35908,3626.72596,-3.44898,1,0,0
15000.970,452.0,1231.48326,3624.21681,-3.44941,1,0,0
15000.970,454.0,1230.60891,3621.78008,-3.44982,1,0,0
15000.970,456.0,1229.73599,3619.42912,-3.45022,1,0,0
15000.970,458.0,1228.86448,3617.17692,-3.45060,1,0,0
15000.970,460.0,1227.99433,3615.03504,-3.45097,1,0,0
15000.970,462.0,1227.12552,3613.01484,-3.45132,1,0,0
15000.970,464.0,1226.25800,3611.12786,-3.45165,1,0,0
15000.970,466.0,1225.39174,3609.38261,-3.45197,1,0,0
15000.970,468.0,1224.52672,3607.75828,-3.45227,1,0,0
15000.970,470.0,1223.66290,3606.21749,-3.45256,1,0,0
15000.970,472.0,1222.80024,3604.72200,-3.45283,1,0,0
15000.970,474.0,1221.93871,3603.23291,-3.45309,1,0,0
15000.970,476.0,1221.07828,3601.71390,-3.45333,1,0,0
15000.970,478.0,1220.21892,3600.13390,-3.45355,1,0,0
15000.970,480.0,1219.36058,3598.46193,-3.45376,1,0,0
15000.970,482.0,1218.50323,3596.66646,-3.45394,1,0,0
15000.970,484.0,1217.64682,3594.71544,-3.45410,1,0,0
15000.970,486.0,1216.79131,3592.57628,-3.45424,1,0,0
15000.970,488.0,1215.93665,3590.21587,-3.45435,1,0,0
15000.970,490.0,1215.08278,3587.60053,-3.45444,1,0,0
15000.970,492.0,1214.22965,3584.69610,-3.45449,1,0,0
15000.970,494.0,1213.37718,3581.46785,-3.45451,1,0,0
15000.970,496.0,1212.52531,3577.88052,-3.45449,1,0,0
15000.970,498.0,1211.67397,3573.89833,-3.45443,1,0,0
17500.965,300.0,1405.96104,2132.28108,-3.75984,0,1,0
17500.965,302.0,1405.47080,2142.14215,-3.75719,0,1,0
17500.965,304.0,1404.97772,2151.97459,-3.75454,0,1,0
17500.965,306.0,1404.48181,2161.77838,-3.75192,0,1,0
17500.965,308.0,1403.98308,2171.55318,-3.74934,0,1,0
17500.965,310.0,1403.48152,2181.29876,-3.74684,0,1,0
17500.965,312.0,1402.97713,2191.01540,-3.74410,0,1,0
17500.965,314.0,1402.46991,2200.70428,-3.74152,0,1,0
17500.965,316.0,1401.95986,2210.36737,-3.73896,0,1,0
17500.965,318.0,1401.44699,2220.00699,-3.73642,0,1,0
17500.965,320.0,1400.93130,2229.62530,-3.73392,0,1,0
17500.965,322.0,1400.41279,2239.22380,-3.73150,0,1,0
17500.965,324.0,1399.89147,2248.80276,-3.72884,0,1,0
17500.965,326.0,1399.36732,2258.36091,-3.72634,0,1,0
17500.965,328.0,1398.84035,2267.89570,-3.72386,0,1,0
17500.965,330.0,1398.31056,2277.40402,-3.72139,0,1,0
17500.965,332.0,1397.77795,2286.88279,-3.71894,0,1,0
17500.965,334.0,1397.24251,2296.32975,-3.71657,0,1,0
17500.965,336.0,1396.70423,2305.74413,-3.71399,0,1,0
17500.965,338.0,1313.63114,3913.76711,-3.40025,1,0,0
17500.965,340.0,1312.58853,3900.61043,-3.40216,1,0,0
17500.965,342.0,1311.55130,3887.79121,-3.40406,1,0,0
17500.965,344.0,1310.51939,3875.45057,-3.40594,1,0,0
17500.965,346.0,1309.49273,3863.67788,-3.40781,1,0,0
17500.965,348.0,1308.47124,3852.51656,-3.40965,1,0,0
17500.965,350.0,1307.45486,3842.00883,-3.41148,1,0,0
17500.965,352.0,1306.44351,3832.17212,-3.41329,1,0,0
17500.965,354.0,1305.43710,3822.97709,-3.41507,1,0,0
17500.965,356.0,1304.43555,3814.38831,-3.41683,1,0,0
17500.965,358.0,1303.43879,3806.36622,-3.41856,1,0,0
17500.965,360.0,1302.44674,3798.85511,-3.42028,1,0,0
17500.965,362.0,1301.45933,3791.79298,-3.42197,1,0,0
17500.965,364.0,1300.47646,3785.11652,-3.42364,1,0,0
17500.965,366.0,1299.49808,3778.76883,-3.42528,1,0,0
17500.965,368.0,1298.52410,3772.69938,-3.42690,1,0,0
17500.965,370.0,1297.55446,3766.85664,-3.42851,1,0,0
17500.965,372.0,1296.58909,3761.19404,-3.43009,1,0,0
17500.965,374.0,1295.62790,3755.68655,-3.43164,1,0,0
17500.965,376.0,1294.67085,3750.31359,-3.43318,1,0,0
17500.965,378.0,1293.71785,3745.05468,-3.43469,1,0,0
17500.965,380.0,1292.76884,3739.90491,-3.43619,1,0,0
17500.965,382.0,1291.82376,3734.87578,-3.43766,1,0,0
17500.965,384.0,1290.88254,3729.97971,-3.43911,1,0,0
17500.965,386.0,1289.94514,3725.23067,-3.44055,1,0,0
17500.965,388.0,1289.01147,3720.65134,-3.44196,1,0,0
17500.965,390.0,1288.08150,3716.26779,-3.44336,1,0,0
17500.965,392.0,1287.15516,3712.10649,-3.44473,1,0,0
17500.965,394.0,1286.23239,3708.18935,-3.44609,1,0,0
17500.965,396.0,1285.31314,3704.52744,-3.44743,1,0,0
17500.965,398.0,1284.39735,3701.13036,-3.44875,1,0,0
17500.965,400.0,1283.48496,3698.00727,-3.45004,1,0,0
17500.965,402.0,1282.57591,3695.15268,-3.45131,1,0,0
17500.965,404.0,1281.67014,3692.54381,-3.45256,1,0,0
17500.965,406.0,1280.76758,3690.15635,-3.45379,1,0,0
17500.965,408.0,1279.86817,3687.96470,-3.45499,1,0,0
17500.965,410.0,1278.97184,3685.93344,-3.45616,1,0,0
17500.965,412.0,1278.07853,3684.01958,-3.45731,1,0,0
17500.965,414.0,1277.18818,3682.17908,-3.45843,1,0,0
17500.965,416.0,1276.30071,3680.36758,-3.45953,1,0,0
17500.965,418.0,1275.41606,3678.54587,-3.46059,1,0,0
17500.965,420.0,1274.53417,3676.67726,-3.46164,1,0,0
17500.965,422.0,1273.65497,3674.72433,-3.46265,1,0,0
17500.965,424.0,1272.77841,3672.65124,-3.46364,1,0,0
17500.965,426.0,1271.90442,3670.44118,-3.46461,1,0,0
17500.965,428.0,1271.03294,3668.08710,-3.46555,1,0,0
17500.965,430.0,1270.16393,3665.58186,-3.46647,1,0,0
17500.965,432.0,1269.29731,3662.91944,-3.46736,1,0,0
17500.965,434.0,1268.43305,3660.10605,-3.46823,1,0,0
17500.965,436.0,1267.57109,3657.15523,-3.46908,1,0,0
17500.965,438.0,1266.71137,3654.08084,-3.46991,1,0,0
17500.965,440.0,1265.85385,3650.89755,-3.47072,1,0,0
17500.965,442.0,1264.99847,3647.62959,-3.47150,1,0,0
17500.965,444.0,1264.14518,3644.30910,-3.47226,1,0,0
17500.965,446.0,1263.29395,3640.96902,-3.47300,1,0,0
17500.965,448.0,1262.44470,3637.64260,-3.47371,1,0,0
17500.965,450.0,1261.59741,3634.35398,-3.47441,1,0,0
17500.965,452.0,1260.75201,3631.11432,-3.47508,1,0,0
17500.965,454.0,1259.90846,3627.93395,-3.47573,1,0,0
17500.965,456.0,1259.06671,3624.82333,-3.47635,1,0,0
17500.965,458.0,1258.22672,3621.79433,-3.47696,1,0,0
17500.965,460.0,1257.38842,3618.86275,-3.47754,1,0,0
17500.965,462.0,1256.55179,3616.04536,-3.47809,1,0,0
17500.965,464.0,1255.71675,3613.35912,-3.47863,1,0,0
17500.965,466.0,1254.88328,3610.81709,-3.47914,1,0,0
17500.965,468.0,1254.05131,3608.39331,-3.47963,1,0,0
17500.965,470.0,1253.22082,3606.03981,-3.48009,1,0,0
17500.965,472.0,1252.39173,3603.70756,-3.48054,1,0,0
17500.965,474.0,1251.56403,3601.34663,-3.48096,1,0,0
17500.965,476.0,1250.73764,3598.90837,-3.48135,1,0,0
17500.965,478.0,1249.91252,3596.34712,-3.48172,1,0,0
17500.965,480.0,1249.08862,3593.61682,-3.48206,1,0,0
17500.965,482.0,1248.26588,3590.67066,-3.48237,1,0,0
17500.965,484.0,1247.44423,3587.46106,-3.48264,1,0,0
17500.965,486.0,1246.62360,3583.93965,-3.48288,1,0,0
17500.965,488.0,1245.80392,3580.05730,-3.48307,1,0,0
17500.965,490.0,1244.98509,3575.76409,-3.48321,1,0,0
17500.965,492.0,1244.16702,3571.00935,-3.48331,1,0,0
17500.965,494.0,1243.34962,3565.74163,-3.48334,1,0,0
17500.965,496.0,1242.53276,3559.90870,-3.48331,1,0,0
17500.965,498.0,1241.71631,3553.45756,-3.48321,1,0,0
20000.960,300.0,1422.15570,2103.81634,-3.79104,0,1,0
20000.960,302.0,1421.69421,2113.45092,-3.78845,0,1,0
20000.960,304.0,1421.23011,2123.04803,-3.78586,0,1,0
20000.960,306.0,1420.76340,2132.61139,-3.78330,0,1,0
20000.960,308.0,1420.29408,2142.14514,-3.78078,0,1,0
20000.960,310.0,1419.82216,2151.65315,-3.77835,0,1,0
20000.960,312.0,1419.34764,2161.13826,-3.77567,0,1,0
20000.960,314.0,1418.87052,2170.60167,-3.77316,0,1,0
20000.960,316.0,1418.39080,2180.04285,-3.77067,0,1,0
20000.960,318.0,1417.90850,2189.46006,-3.76820,0,1,0
20000.960,320.0,1417.42360,2198.85075,-3.76577,0,1,0
20000.960,322.0,1416.93612,2208.21218,-3.76342,0,1,0
20000.960,324.0,1416.44606,2217.54185,-3.76084,0,1,0
20000.960,326.0,1415.95341,2226.83806,-3.75841,0,1,0
20000.960,328.0,1415.45819,2236.09995,-3.75600,0,1,0
20000.960,330.0,1414.96039,2245.32749,-3.75360,0,1,0
20000.960,332.0,1414.46001,2254.52144,-3.75124,0,1,0
20000.960,334.0,1413.95705,2263.68328,-3.74894,0,1,0
20000.960,336.0,1413.45150,2272.81518,-3.74644,0,1,0
20000.960,338.0,1412.94337,2281.91985,-3.74408,0,1,0
20000.960,340.0,1412.43266,2291.00032,-3.74173,0,1,0
20000.960,342.0,1411.91936,2300.05957,-3.73939,0,1,0
20000.960,344.0,1411.40349,2309.10022,-3.73708,0,1,0
20000.960,346.0,1410.88503,2318.12409,-3.73481,0,1,0
20000.960,348.0,1334.61845,3896.26671,-3.41987,1,0,0
20000.960,350.0,1333.60582,3885.41301,-3.42168,1,0,0
20000.960,352.0,1332.59815,3875.19613,-3.42347,1,0,0
20000.960,354.0,1331.59539,3865.59600,-3.42526,1,0,0
20000.960,356.0,1330.59746,3856.58669,-3.42702,1,0,0
20000.960,358.0,1329.60432,3848.13746,-3.42878,1,0,0
20000.960,360.0,1328.61589,3840.19703,-3.43051,1,0,0
20000.960,362.0,1327.63213,3832.70649,-3.43224,1,0,0
20000.960,364.0,1326.65296,3825.60563,-3.43394,1,0,0
20000.960,366.0,1325.67834,3818.83945,-3.43564,1,0,0
20000.960,368.0,1324.70820,3812.35815,-3.43731,1,0,0
20000.960,370.0,1323.74249,3806.11089,-3.43898,1,0,0
20000.960,372.0,1322.78115,3800.05194,-3.44063,1,0,0
20000.960,374.0,1321.82414,3794.15760,-3.44226,1,0,0
20000.960,376.0,1320.87141,3788.40879,-3.44389,1,0,0
20000.960,378.0,1319.92290,3782.78646,-3.44550,1,0,0
20000.960,380.0,1318.97857,3777.28571,-3.44710,1,0,0
20000.960,382.0,1318.03837,3771.91656,-3.44869,1,0,0
20000.960,384.0,1317.10226,3766.68980,-3.45027,1,0,0
20000.960,386.0,1316.17020,3761.61729,-3.45183,1,0,0
20000.960,388.0,1315.24214,3756.71680,-3.45339,1,0,0
20000.960,390.0,1314.31805,3752.00840,-3.45494,1,0,0
20000.960,392.0,1313.39787,3747.51243,-3.45648,1,0,0
20000.960,394.0,1312.48158,3743.24512,-3.45800,1,0,0
20000.960,396.0,1311.56913,3739.21304,-3.45952,1,0,0
20000.960,398.0,1310.66048,3735.42141,-3.46102,1,0,0
20000.960,400.0,1309.75558,3731.87498,-3.46251,1,0,0
20000.960,402.0,1308.85439,3728.56656,-3.46399,1,0,0
20000.960,404.0,1307.95686,3725.47486,-3.46546,1,0,0
